,Brand,Avg Rating,Total Comment,Seller Rating,Notebook Type,Memory Speed,Bluetooth,Weight,Touch Screen,Screen Size,GPU Type,GPU,CPU Generation,CPU Type,OS,Max CPU Speed,Screen Resolution,Finger Print,RAM,RAM Type,HDD,SSD,Charging Time,CPU Speed,Price
1139,Lenovo,,,"9,7",Notebook,3200 MHz,Var,2 - 4 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,1 TB,3 Saat ve Altý,2.4 GHz,19.630 TL
1140,Lenovo,,,"9,7",Notebook,3200 MHz,Var,2 - 4 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Var,8 GB,DDR4,Yok,1 TB,3 Saat ve Altý,2.4 GHz,19.031 TL
1141,Lenovo,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1926 x 1080,Var,8 GB,DDR4,Yok,1 TB,6 Saat ve Üstü,2.4 GHz,18.433 TL
1142,Fujitsu,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,10.Nesil,Intel Core i5,Yok (Free Dos),3.6 GHz,1920 x 1080,Yok,20 GB,DDR4,Yok,480 GB,4 - 6 Saat,1 GHz,9.637 TL
1143,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Var,24 GB,DDR4,Yok,512 GB,,2.40 GHz,19.164 TL
1144,Lenovo,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,256 GB,4 - 6 Saat,2.4 GHz,20.715 TL
1145,Lenovo,,,"9,7",Notebook,3200 MHz,Var,2 - 4 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Var,32 GB,DDR4,Yok,2 TB,3 Saat ve Altý,2.4 GHz,22.399 TL
1146,Lenovo,,,"9,7",Notebook,3200 MHz,Var,Belirtilmemiþ,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Pro,4.7 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,256 GB,,2.8 GHz,27.185 TL
1147,Lenovo,,,"9,7",Notebook,3200 MHz,Var,2 - 4 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Var,32 GB,DDR4,Yok,1 TB,3 Saat ve Altý,2.4 GHz,19.408 TL
1148,Lenovo,,,"9,7",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.8 GHz,1920 x 1080,Yok,8 GB,DDR4,2 TB,256 GB,,3.3 GHz,21.956 TL
1149,Lenovo,,,"9,7",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Windows 10 Pro,4.8 GHz,1920 x 1080,Yok,16 GB,DDR4,2 TB,512 GB,,3.3 GHz,24.836 TL
1150,Lenovo,,,"9,7",Notebook,3200 MHz,Var,2 - 4 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,512 GB,3 Saat ve Altý,2.4 GHz,18.854 TL
1151,Lenovo,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i7,Windows 10 Pro,4.7 GHz,1920 x 1080,Var,8 GB,DDR4,Yok,2 TB,3 Saat ve Altý,2.8 GHz,27.207 TL
1152,Lenovo,,,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,1 TB,4 - 6 Saat,2.4 GHz,21.174 TL
1153,HP,,,"9,9",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 5,Windows 10 Home,4 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.1 GHz,10.168 TL
1154,Lenovo,,,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,1 TB,4 - 6 Saat,2.4 GHz,20.440 TL
1155,Lenovo,,,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.4 GHz,19.297 TL
1156,Lenovo,,,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,12 GB,Belirtilmemiþ,Yok,256 GB,4 - 6 Saat,2.4 GHz,12.546 TL
1157,Lenovo,,,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,1 TB,4 - 6 Saat,2.4 GHz,17.437 TL
1158,Lenovo,,,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 11 Pro,4.2 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.4 GHz,17.727 TL
1159,Lenovo,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,256 GB,4 - 6 Saat,2.40 GHz,16.499 TL
1160,Lenovo,,,"9,9",Oyun Bilgisayarlarý,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10.Nesil,Intel Core i5,Windows 10 Home,4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,1 TB,128 GB,4 - 6 Saat,2.5 GHz,23.086 TL
1161,Lenovo,,,"9,9",Oyun Bilgisayarlarý,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,1 TB,128 GB,4 - 6 Saat,2.5 GHz,22.757 TL
1162,Lenovo,,,"9,9",Oyun Bilgisayarlarý,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.5 GHz,21.616 TL
1163,Lenovo,,,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 3,Windows 10 Home,3.8 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,256 GB,4 - 6 Saat,2.6 GHz,11.252 TL
1164,Lenovo,,,"9,9",Notebook,3200 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Yok (Free Dos),4.7 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,512 GB,4 - 6 Saat,4.7 GHz,24.157 TL
1165,Lenovo,,,"9,9",Notebook,3200 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Pro,4.7 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,256 GB,4 - 6 Saat,4.7 GHz,26.009 TL
1166,Lenovo,,,"9,9",Notebook,3200 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Yok (Free Dos),4.7 GHz,1920 x 1080,Yok,32 GB,DDR4,1 TB,512 GB,4 - 6 Saat,4.7 GHz,26.721 TL
1167,Lenovo,,,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,12 GB,Belirtilmemiþ,Yok,1 TB,4 - 6 Saat,2.4 GHz,14.637 TL
1168,Lenovo,,,"9,9",Notebook,2666 MHz,Var,2 - 4 kg,Var,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR5,9.Nesil,Intel Core i7,Windows 10 Pro,4.6 GHz,3840 x 2160,Yok,64 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,2.6 GHz,57.710 TL
1169,Lenovo,,,"9,9",Notebook,3200 MHz,Belirtilmemiþ,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,4 GB,DDR4,Yok,256 GB,,2.4 GHz,11.601 TL
1170,Lenovo,,,"9,9",Notebook,3200 MHz,Belirtilmemiþ,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,1 TB,,2.4 GHz,14.082 TL
1171,Lenovo,,,"9,9",Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Yok,AMD Athlon Gold,Windows 10 Pro,3.3 GHz,1366 x 768,Yok,4 GB,DDR4,1 TB,128 GB,,2.4 GHz,6.227 TL
1172,Lenovo,,,"9,9",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,16 GB,DDR4,1 TB,1 TB,,1.60 GHz,19.685 TL
1173,Lenovo,,,"9,9",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,1 TB,512 GB,,1.60 GHz,16.650 TL
1174,Lenovo,,,"9,9",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i7,Windows 10 Pro,4.9 GHz,1920 x 1080,Var,24 GB,DDR4,Yok,2 TB,,1.8 GHz,48.855 TL
1175,Asus,,,10,Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 3,Yok (Free Dos),3.5 GHz,1366 x 768,Yok,12 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,2.6 GHz,8.880 TL
1176,Asus,,,"9,7",Oyun Bilgisayarlarý,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,10. Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,2.50 GHz,19.499 TL
1177,Dell,,,10,Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Windows 10 Pro,4.8 GHz,1920 x 1080,Yok,128 GB,DDR4,Yok,3 TB,,2.5 GHz,64.549 TL
1178,HP,,,10,Notebook,2666 MHz,Var,1 - 2 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i7,Windows 10 Pro,4.9 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,1 TB,,1.1 GHz,35.008 TL
1179,Dell,,,10,Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.8 GHz,1920 x 1080,Yok,64 GB,DDR4,512 GB,2 TB,,2.5 GHz,57.189 TL
1180,Dell,,,"9,6",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.4 GHz,17.864 TL
1181,Dell,,,"9,6",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.4 GHz,18.470 TL
1182,Lenovo,,,"9,7",Notebook,Belirtilmemiþ,Belirtilmemiþ,2 - 4 kg,Belirtilmemiþ,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Belirtilmemiþ,8 GB,DDR4,Yok,1 TB,,2.40 GHz,17.458 TL
1183,Dell,,,10,Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,64 GB,DDR4,Yok,256 GB,,2.4 GHz,19.259 TL
1184,Dell,,,10,Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,64 GB,DDR4,Yok,512 GB,,2.4 GHz,19.653 TL
1185,Lenovo,,,"9,8",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10. Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Belirtilmemiþ,512 GB,,2.5 GHz,18.035 TL
1186,Lenovo,,,10,Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,10.Nesil,Intel Core i7,Yok (Free Dos),5 GHz,1920 x 1080,Var,64 GB,DDR4,Yok,2 TB,,2.6 GHz,30.823 TL
1187,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Yok (Free Dos),4.7 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,2 TB,6 Saat ve Üstü,2.9 GHz,19.299 TL
1188,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1366 x 768,Var,24 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,3 GHz,11.676 TL
1189,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Var,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,5 GHz,1920 x 1200,Var,8 GB,DDR4,Yok,2 TB,6 Saat ve Üstü,2.9 GHz,39.503 TL
1190,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Var,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,5 GHz,1920 x 1200,Var,8 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,2.9 GHz,37.509 TL
1191,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,4.7 GHz,1920 x 1080,Var,40 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,2.9 GHz,21.247 TL
1192,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Windows 11 Pro,4.2 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,1 TB,,2.40 GHz,20.238 TL
1193,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 11 Pro,4.2 GHz,1920 x 1080,Var,40 GB,DDR4,Yok,2 TB,,2.4 GHz,22.488 TL
1194,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Yok (Free Dos),4.7 GHz,1920 x 1080,Var,8 GB,DDR4,Yok,2 TB,6 Saat ve Üstü,2.9 GHz,19.164 TL
1195,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Var,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,5 GHz,2560 x 1600,Var,32 GB,DDR4,Yok,1 TB,6 Saat ve Üstü,2.9 GHz,38.595 TL
1196,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Var,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,5 GHz,2560 x 1600,Var,16 GB,DDR4,Yok,2 TB,6 Saat ve Üstü,2.9 GHz,38.152 TL
1197,Game Garaj,,,"9,8",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Belirtilmemiþ,512 GB,4 - 6 Saat,2.70 GHz,17.348 TL
1198,Game Garaj,4.5,2,"9,8",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Belirtilmemiþ,512 GB,4 - 6 Saat,2.3 GHz,25.421 TL
1199,Dell,,,10,Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,16 GB,DDR4,1 TB,256 GB,,2.4 GHz,16.150 TL
1200,Lenovo,4.7,15,10,Notebook,3200 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,3 Saat ve Altý,2.40 GHz,8.999 TL
1201,Lenovo,4.4,237,"9,6",Notebook,2400 MHz,Var,2 kg ve Altý,Belirtilmemiþ,14 inç,Dahili Ekran Kartý,Onboard,4.Nesil,Intel Celeron,Yok (Free Dos),2.8 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,128 GB,6 Saat ve Üstü,1.1 GHz,3.820 TL
1202,HP,,,09,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.4 GHz,14.088 TL
1203,Lenovo,,,"9,1",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,2 TB,,2.4 GHz,16.139 TL
1204,Casper,4.6,40,10,Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10. Nesil,Intel Core i5,Windows 11 Home,4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,250 GB,,2.5 GHz,12.499 TL
1205,Lenovo,5.0,2,"9,8",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.4 GHz,7.999 TL
1206,Lenovo,4.7,267,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,3.3 GHz,13.998 TL
1207,Lenovo,4.6,13,"9,6",Notebook,3200 MHz,Var,2 - 4 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,4 - 6 Saat,2.4 GHz,8.999 TL
1208,Monster,4.7,268,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,500 GB,,2.70 GHz,16.099 TL
1209,HP,5.0,15,10,Notebook,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1920 x 1080,Yok,4 GB,DDR4,Yok,256 GB,,1.7 GHz,6.899 TL
1210,Lenovo,4.7,146,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,Belirtilmemiþ,Yok,256 GB,6 Saat ve Üstü,2.4 GHz,11.682 TL
1211,Dell,,,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.8 GHz,18.175 TL
1212,Asus,4.8,85,10,Ýkisi Bir Arada,3733 MHz,Var,1 - 2 kg,Var,"13,3 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,3.7 GHz,1920 x 1080,Yok,8 GB,LPDDR4X,Yok,512 GB,,1.1 GHz,11.599 TL
1213,Dell,4.7,129,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Windows 11 Home,4.4 GHz,1920 x 1080,Belirtilmemiþ,16 GB,DDR4,Yok,512 GB,,3.2 GHz,19.999 TL
1214,Acer,5.0,3,,Oyun Bilgisayarlarý,Belirtilmemiþ,Var,2 kg ve Altý,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.3 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,3.3 GHz,18.998 TL
1215,Fujitsu,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,10.Nesil,Intel Core i5,Windows 10 Home,3.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,480 GB,4 - 6 Saat,1 GHz,9.327 TL
1216,Dell,4.9,65,,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Ubuntu,4.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.30 GHz,19.998 TL
1217,Monster,4.7,213,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,500 GB,3 Saat ve Altý,2.70 GHz,15.699 TL
1218,Huawei,4.7,154,09,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Home,4.7 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,512 GB,,2.8 GHz,13.908 TL
1219,HONOR,4.8,48,"9,1",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,Yok,1920 x 1080,Var,8 GB,DDR4,512 GB,512 GB,,Belirtilmemiþ,8.379 TL
1220,HP,4.2,16,"9,9",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Windows 11 Home,4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.6 GHz,15.999 TL
1221,Asus,4.8,165,,Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,256 GB,,2.1 GHz,5.988 TL
1222,Dell,4.4,7,"9,7",Notebook,2666 MHz,Var,1 - 2 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i7,Ubuntu,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.80 GHz,16.399 TL
1223,Casper,4.4,167,,Notebook,2133 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Yok,Intel Celeron,Windows 11 Home,2.6 GHz,1366 x 768,Yok,4 GB,DDR3,Yok,120 GB,,1.10 GHz,3.948 TL
1224,Lenovo,4.7,15,10,Notebook,3200 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,3 Saat ve Altý,2.40 GHz,8.999 TL
1225,Lenovo,4.4,237,"9,6",Notebook,2400 MHz,Var,2 kg ve Altý,Belirtilmemiþ,14 inç,Dahili Ekran Kartý,Onboard,4.Nesil,Intel Celeron,Yok (Free Dos),2.8 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,128 GB,6 Saat ve Üstü,1.1 GHz,3.820 TL
